id_token,token
millones personas,12943
confianza,4744
inversionistas,11084
llega,11876
vuelo,21072
carga,3660
méxico confianza,13320
confianza inversionistas,4749
inversionistas afirma,11085
presidente llega,15922
llega aifa,11877
aifa primer,1332
primer vuelo,16181
vuelo carga,21073
incentivará,10457
trabajar,20063
rurales,18354
bienestar incentivará,3176
incentivará médicos,10459
especialistas trabajar,7968
trabajar comunidades,20064
comunidades rurales,4576
vacunación,20652
fundamental,9156
reducir,17404
salud reafirma,18537
reafirma vacunación,16996
vacunación fundamental,20658
fundamental reducir,9161
reducir daños,17407
daños covid,5863
llegará,11904
león,11656
tesla llegará,19853
llegará nuevo,11908
nuevo león,14015
león compromiso,11658
compromiso garantizar,4496
garantizar agua,9293
agua población,1277
población presidente,15258
formación,8896
académica,751
profesional,16385
maya impulsa,12378
impulsa formación,10298
formación académica,8897
académica profesional,752
profesional sureste,16387
detona,6492
integrales,10954
maya detona,12368
detona desarrollo,6493
desarrollo sureste,6268
sureste proyectos,19605
proyectos integrales,16652
integrales infraestructura,10957
modernidad,13035
combina,4310
intensa,10995
labor,11488
modernidad tren,13037
maya combina,12357
combina intensa,4311
intensa labor,10996
labor programa,11501
programa mejoramiento,16412
arqueológicas inah,2063
boletos,3316
ágil,21238
costo,5467
definirse,6009
compra boletos,4413
boletos tren,3319
maya ágil,12409
ágil costo,21240
costo definirse,5469
apropia,1974
pueblo sureste,16749
sureste apropia,19597
apropia tren,1975
maya afirma,12351
mexicanos,12765
reconocen,17228
bandera,2876
aun,2410
diferencias,6602
mexicanos reconocen,12780
reconocen bandera,17229
bandera nacional,2880
nacional aun,13560
aun diferencias,2411
diferencias afirma,6603
obrador día,14152
día bandera,6926
inversión,11090
visión,21011
sustentable,19622
otorgarán,14467
permisos,14942
méxico fomenta,13391
fomenta inversión,8854
inversión visión,11118
visión sustentable,21013
sustentable presidente,19623
presidente otorgarán,15947
otorgarán permisos,14468
permisos agua,14943
agua afirma,1266
rinde,18258
homenaje,9996
francisco,9041
110,48
luctuoso,11998
presidente rinde,16024
rinde homenaje,18260
homenaje francisco,10002
francisco madero,9046
madero 110,12085
110 aniversario,49
aniversario luctuoso,1644
mineros,12976
podría,15291
concluir,4636
diciembre,6583
rescate mineros,17898
mineros coahuila,12977
coahuila podría,4209
podría concluir,15294
concluir diciembre,4639
diciembre 2023,6585
2023 afirma,337
principales,16213
beneficiarias,3011
igualdad,10204
género,9774
principales beneficiarias,16214
beneficiarias programas,3013
bienestar mujeres,3195
mujeres gobierno,13152
méxico impulsa,13407
impulsa igualdad,10301
igualdad género,10208
desbloqueo,6279
cuentas,5625
agravio,1243
desbloqueo cuentas,6280
cuentas garcía,5627
luna agravio,12034
agravio poder,1244
judicial afirma,11319
asilo,2166
solicite,19308
fija,8739
postura,15424
situación,19211
nicaragua,13828
méxico garantiza,13398
garantiza derecho,9245
derecho asilo,6172
asilo solicite,2170
solicite presidente,19309
presidente fija,15861
fija postura,8741
postura situación,15433
situación nicaragua,19214
tianguis,19876
delictiva mantiene,6056
mantiene baja,12190
baja tianguis,2841
tianguis bienestar,19877
bienestar regularización,3225
vehículos benefician,20767
benefician comunidades,2998
90,647
banobras,2891
institución,10892
contribuye,5230
estratégicas,8141
celebra 90,3817
90 años,648
años banobras,2757
banobras institución,2892
institución contribuye,10893
contribuye obras,5233
obras estratégicas,14195
estratégicas cuarta,8144
dialoga,6531
comercio,4340
presidente dialoga,15814
dialoga migración,6542
migración seguridad,12835
seguridad comercio,18826
comercio legisladores,4345
legisladores estados,11611
empresas,7422
deben,5886
comprometer,4466
doméstico,6849
necesario,13769
descentralizar,6294
ordenar,14423
empresas deben,7427
deben comprometer,5888
comprometer abasto,4467
agua uso,1290
uso doméstico,20595
doméstico presidente,6850
presidente necesario,15938
necesario descentralizar,13774
descentralizar desarrollo,6295
desarrollo ordenar,6256
ordenar crecimiento,14424
crecimiento afirma,5517
presentan,15600
semanal,18933
sedena impulsa,18751
impulsa desarrollo,10297
desarrollo obras,6253
estratégicas sureste,8145
sureste presentan,19602
presentan reporte,15630
reporte semanal,17793
semanal tramos,18935
tramos tren,20144
vialidad,20853
principal,16211
mejora,12583
conectividad,4726
hacia,9832
aeropuerto,1140
felipe,8662
ángeles,21248
vialidad principal,20854
principal mejora,16212
mejora conectividad,12584
conectividad hacia,4729
hacia aeropuerto,9833
aeropuerto internacional,1144
internacional felipe,11023
felipe ángeles,8665
ejército,7156
mexicano,12745
conmemora,4820
destaca labor,6400
labor ejército,11492
ejército mexicano,7160
mexicano construcción,12749
construcción paz,5019
paz bienestar,14734
bienestar pueblo,3216
pueblo conmemora,16716
conmemora 110,4825
día ejército,6927
yaqui,21150
restitución,18046
tierras,19900
prioridad,16226
indica,10551
avances plan,2574
plan justicia,15161
justicia pueblo,11396
pueblo yaqui,16752
yaqui agua,21152
agua restitución,1283
restitución tierras,18047
tierras prioridad,19902
prioridad indica,16232
decreta,5945
nacionalización,13691
litio,11760
presidente decreta,15802
decreta nacionalización,5946
nacionalización litio,13692
inaugura,10384
modernización,13038
camino,3512
prieta,16153
bavispe,2942
sonora,19362
casas,3724
grandes,9646
presidente inaugura,15893
inaugura modernización,10405
modernización camino,13041
camino agua,3513
agua prieta,1280
prieta bavispe,16154
bavispe sonora,2943
sonora anuncia,19365
anuncia carretera,1705
carretera nuevo,3689
nuevo casas,14006
casas grandes,3726
conjuntas,4806
nogales,13880
supervisa obras,19553
obras conjuntas,14191
conjuntas gobierno,4807
unidos nogales,20491
nogales sonora,13881
central,3892
fotovoltaica,9030
peñasco,15080
inaugura primera,10414
etapa central,8191
central fotovoltaica,3893
fotovoltaica puerto,9031
puerto peñasco,16782
peñasco sonora,15081
atendidos,2288
sonora atendidos,19366
atendidos gobierno,2289
tonanitla,20002
libre,11682
cuota,5750
inaugura camino,10388
camino tonanitla,3519
tonanitla aifa,20003
aifa libre,1330
libre cuota,11684
demandar,6092
daño,5856
moral,13079
abogado,703
donará,6861
reparación,17753
calderón,3451
presidente podría,15956
podría demandar,15296
demandar daño,6093
daño moral,5858
moral abogado,13080
abogado genaro,704
luna donará,12035
donará recursos,6863
recursos reparación,17357
reparación víctimas,17757
víctimas felipe,21095
felipe calderón,8663
museo,13210
arqueológico,2070
expondrá,8334
hallazgos,9853
museo arqueológico,13211
arqueológico puuc,2073
puuc expondrá,16807
expondrá hallazgos,8335
hallazgos inah,9854
inah ruta,10381
declarará,5935
protegidas,16594
predios,15483
conservación,4919
federación declarará,8559
declarará áreas,5936
naturales protegidas,13732
protegidas predios,16597
predios fonatur,15484
fonatur sexenio,8874
sexenio concluirá,19042
concluirá millón,4655
millón áreas,12957
áreas conservación,21273
internet,11034
conectará,4721
beneficiará,3025
cfe internet,3967
internet todos,11043
todos conectará,19976
conectará año,4723
año todas,2750
municipales país,13190
país beneficiará,14758
beneficiará 20,3026
20 millones,255
millones mexicanos,12942
california,3466
inician,10751
diagnóstico,6528
adherirse,1040
baja california,2812
california tabasco,3475
tabasco inician,19658
inician diagnóstico,10755
diagnóstico adherirse,6529
adherirse plan,1041
brigada,3358
turquía,20386
alista,1435
regreso,17609
donación,6855
víveres,21113
rebasa,17048
meta,12693
brigada rescate,3359
rescate turquía,17906
turquía alista,20387
alista regreso,1440
regreso méxico,17614
méxico donación,13362
donación víveres,6856
víveres rebasa,21114
rebasa meta,17049
alerta,1393
efectos,7092
clonazepam,4185
niñas,13841
niños,13848
adolescentes,1073
hacen,9820
reto,18102
viral,20945
tiktok,19911
salud alerta,18488
alerta efectos,1395
efectos clonazepam,7093
clonazepam niñas,4186
niñas niños,13843
niños adolescentes,13852
adolescentes hacen,1074
hacen reto,9822
reto viral,18104
viral tiktok,20946
seis,18907
consecutivas,4899
méxico registra,13473
registra seis,17573
seis semanas,18914
semanas consecutivas,18940
consecutivas reducción,4902
dólares,6959
siria,19160
ayudar,2690
atender,2253
emergencia,7319
sismos,19177
méxico donará,13363
donará millones,6862
millones dólares,12937
dólares siria,6960
siria ayudar,19161
ayudar atender,2692
atender emergencia,2261
emergencia sismos,7324
locales,11937
sur,19590
genera seis,9392
seis mil,18911
empleos locales,7376
locales tramo,11939
tramo sur,20140
flora,8833
fauna,8515
través,20276
flora fauna,8834
fauna tramo,8516
maya protegidas,12393
protegidas través,16598
través obras,20281
obras creación,14193
creación áreas,5502
pública,16821
cuba,5607
salud pública,18535
pública consolidará,16829
consolidará año,4954
año apoyo,2729
apoyo médicos,1904
médicos cuba,13251
cuba presidente,5614
fotogalería,9003
fotogalería visita,9029
visita presidente,20985
presidente cuba,15796
cuba méxico,5613
reitera,17675
llamado,11855
levantar,11632
bloqueo,3298
entrega,7656
condecoración,4687
águila,21241
azteca,2703
miguel,12865
díaz,6955
canel,3619
presidente reitera,16006
reitera llamado,17678
llamado ee,11857
uu levantar,20623
levantar bloqueo,11633
bloqueo cuba,3299
cuba entrega,5608
entrega condecoración,7666
condecoración águila,4689
águila azteca,21242
azteca miguel,2704
miguel díaz,12867
díaz canel,6956
fortalecen,8933
lazos,11579
encuentro,7538
méxico cuba,13344
cuba fortalecen,5609
fortalecen lazos,8938
lazos cooperación,11580
cooperación encuentro,5350
encuentro campeche,7540
pronostica,16480
presidente pronostica,15976
pronostica baja,16481
fuerza,9115
aérea,2711
zapopan,21204
jalisco,11247
día fuerza,6930
fuerza aérea,9117
aérea mexicana,2713
mexicana zapopan,12740
zapopan jalisco,21205
capacidades,3631
destinan,6446
salvar,18570
vidas,20903
beneficiar,3008
capacidades fuerza,3637
mexicana destinan,12728
destinan salvar,6447
salvar vidas,18571
vidas beneficiar,20906
beneficiar pueblo,3010
primeros,16205
llegar,11902
humanitaria,10131
méxico primeros,13456
primeros países,16208
países llegar,14806
llegar turquía,11903
turquía brindar,20388
brindar ayuda,3364
ayuda humanitaria,2679
humanitaria presidente,10134
50,523
cuarteles,5591
guardia,9718
garantizarán,9329
50 cuarteles,529
cuarteles guardia,5593
guardia nacional,9719
nacional garantizarán,13609
garantizarán paz,9331
tranquilidad jalisco,20148
marcha,12229
lealtad,11584
centro,3896
histórico,9963
presidente conmemora,15783
aniversario marcha,1645
marcha lealtad,12232
lealtad centro,11586
centro histórico,3904
histórico ciudad,9965
santa,18624
lucía,12009
acopio,890
enviar,7729
santa lucía,18627
lucía centro,12011
centro acopio,3897
acopio enviar,891
enviar víveres,7733
víveres turquía,21115
turquía siria,20389
créditos,5567
ayudan,2684
superar,19517
rezago,18185
habitacional,9789
créditos vivienda,5574
vivienda visión,21031
visión social,21012
social ayudan,19248
ayudan superar,2687
superar rezago,19520
rezago habitacional,18186
habitacional méxico,9790
licitaciones,11706
parques,14610
industriales,10564
méxico alista,13286
alista licitaciones,1438
licitaciones parques,11707
parques industriales,14611
industriales istmo,10566
espacio,7921
chapultepec,3982
dedicado,5974
naturaleza,13733
cultura,5667
importante,10275
espacio chapultepec,7922
chapultepec dedicado,3985
dedicado naturaleza,5975
naturaleza cultura,13734
cultura importante,5668
importante méxico,10280
méxico presidente,13454
misiones,12995
chile,4030
misiones ayuda,12996
humanitaria méxico,10133
méxico llegan,13427
llegan chile,11894
chile turquía,4037
preliberaciones,15487
amnistías,1560
mil personas,12903
personas acceden,14989
acceden preliberaciones,774
preliberaciones amnistías,15488
presidente inaugurará,15895
inaugurará ruta,10450
ruta libre,18373
libre hacia,11686
hacia aifa,9834
aifa estado,1329
capacidad,3625
recibir,17134
400,481
toneladas,20004
infraestructura aifa,10689
aifa capacidad,1328
capacidad recibir,3630
recibir 400,17135
400 mil,483
mil toneladas,12906
toneladas carga,20005
incendios,10455
méxico envía,13374
envía chile,7742
chile ayuda,4031
ayuda especialistas,2678
especialistas control,7952
control incendios,5253
comunidades tramo,4578
maya acceden,12349
acceden programas,775
192,233
genera desarrollo,9388
sureste obras,19600
tramo incluye,20136
incluye 192,10479
192 proyectos,234
impulsadas,10311
106,32
constitución,4989
destaca reformas,6419
reformas impulsadas,17488
impulsadas 4t,10312
4t beneficio,506
conmemora 106,4822
106 aniversario,33
aniversario constitución,1636
promulgación,16477
1917,230
querétaro,16888
obrador 106,14122
aniversario promulgación,1647
promulgación constitución,16478
constitución 1917,4990
1917 querétaro,232
hay,9870
relevo,17717
generacional,9393
encabezar,7516
hay relevo,9876
relevo generacional,17718
generacional afirma,9394
presidente encabezar,15831
encabezar reuniones,7517
eléctricos,7293
traduce,20118
producción vehículos,16348
vehículos eléctricos,20768
eléctricos san,7294
potosí traduce,15450
traduce confianza,20119
inversionistas país,11088
país presidente,14784
vuelos,21074
dará,5833
mudarse,13120
decreto vuelos,5964
vuelos carga,21076
carga dará,3661
dará tiempo,5837
tiempo empresas,19883
empresas mudarse,7438
mudarse aifa,13121
aifa presidente,1331
remesas,17719
economía,6971
envíos,7758
paisanos,14532
alcanzan,1372
récord,18385
2022,315
bienestar remesas,3226
remesas fortalecen,17722
fortalecen economía,8937
economía méxico,6985
méxico envíos,13375
envíos paisanos,7759
paisanos alcanzan,14533
alcanzan récord,1375
récord 2022,18386
2022 presidente,331
educación,7059
media,12512
superior,19523
deserción,6309
escolar,7854
resalta,17844
becas estudiantes,2966
estudiantes educación,8169
educación media,7066
media superior,12513
superior reducen,19525
reducen deserción,17402
deserción escolar,6310
escolar resalta,7859
resalta presidente,17858
incrementan,10509
traslado,20253
voluntario,21050
aerolíneas,1127
incrementan vuelos,10511
vuelos aifa,21075
aifa traslado,1333
traslado voluntario,20255
voluntario aerolíneas,21051
aerolíneas destaca,1128
economista,6969
griego,9682
yanis,21148
varoufakis,20759
nacional economista,13586
economista griego,6970
griego yanis,9683
yanis varoufakis,21149
sexta,19050
ola,14297
reporta,17770
casos,3752
baja sexta,2839
sexta ola,19051
ola covid,14298
19 secretaría,213
salud reporta,18541
reporta reducción,17777
reducción casos,17376
casos país,3760
aumentan,2377
consultas,5068
especialidad,7943
aumentan consultas,2378
consultas especialidad,5069
especialidad incorporados,7944
despliegue,6341
península,14881
impulsa histórico,10300
histórico despliegue,9968
despliegue infraestructura,6345
